Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type
1091,ACTIVE,TOYOTA,CAMRY,2019.0,ORANGE,Hybrid,N,ROADWAY CAB CO,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner Manager,23Taxi,Taxi
1095,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,GATEWAY TAXI LLC,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,5613Taxi,Taxi
1096,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,CARMELO CAB CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5176Taxi,Taxi
1097,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ZSW CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2683Taxi,Taxi
1098,VIOLATION,TOYOTA,PRIUS,2016.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,338Taxi,Taxi
1099,ACTIVE,TOYOTA,SIENNA,2021.0,WHITE/BLACK,Hybrid,Y,PJ TASEP LLC,CHICAGO,IL,60612.0,Independent1,Owner-Operator,1459Taxi,Taxi
1100,SURRENDER,TOYOTA,SIENNA,2021.0,SILVER,Hybrid,N,J & J COBBS INC,CHICAGO,IL,60653.0,Independent1,Owner-Operator,4594Taxi,Taxi
1102,ACTIVE,TOYOTA,SIENNA,2022.0,WHITE,Hybrid,Y,EL MASHY LLC,CHICAGO,IL,60612.0,Independent1,Owner-Operator,5474Taxi,Taxi
1104,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,STANDARD TAXI CORP. # II,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,6168Taxi,Taxi
1107,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,TARIFA CORP,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,473Taxi,Taxi
1110,VIOLATION,TOYOTA,CAMRY,2010.0,WHITE,Hybrid,N,AMC CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5588Taxi,Taxi
1112,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,AARON CAB INC,CHICAGO,IL,60645.0,Flash Cab Co,Owner Manager,6046Taxi,Taxi
1113,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,CHICAB THREE INC.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",4131Taxi,Taxi
1114,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,ECUATAXI INC,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2251Taxi,Taxi
1115,ACTIVE,TOYOTA,CAMRY,2013.0,BLUE/WHITE,Hybrid,N,AKKA TRANS INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,4934Taxi,Taxi
1116,ACTIVE,TOYOTA,CAMRY,2017.0,CREAM/GREEN,Hybrid,N,GUL CAB CORP,CHICAGO,IL,60641.0,Checker Taxi Association Co.,Owner-Operator,4223Taxi,Taxi
1119,ACTIVE,TOYOTA,SIENNA,2023.0,WHITE,Hybrid,Y,4743 INCORPORATED,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,4743Taxi,Taxi
1121,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,AUSTIN FAMILY TAXI CORP,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2509Taxi,Taxi
1122,ACTIVE,TOYOTA,CAMRY,2012.0,YELLOW,Hybrid,N,CHANDNI CAB COMPANY,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,1874Taxi,Taxi
1123,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,IMRAN KHAN CAB INC,CHICAGO,IL,60625.0,Independent1,Owner Manager,4811Taxi,Taxi
1133,ACTIVE,TOYOTA,SIENNA,2023.0,WHITE,Hybrid,Y,ASSYRIAN TRANS INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,5359Taxi,Taxi
1134,VIOLATION,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,BALE GOBA INC.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,1378Taxi,Taxi
1141,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,LOCUST TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1688Taxi,Taxi
1143,ACTIVE,TOYOTA,PRIUS,2020.0,WHITE,Hybrid,N,SOFIARAZA INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,4344Taxi,Taxi
1149,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,RAINBOW TRANS INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,738Taxi,Taxi
1151,ACTIVE,TOYOTA,RAV4,2020.0,WHITE,Hybrid,N,SIAPAI TAXI LLC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,115Taxi,Taxi
1152,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,SHEHADEH CAB CO.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3902Taxi,Taxi
1157,ACTIVE,TOYOTA,RAV4,2017.0,WHITE/BLUE/STRIPES,Hybrid,N,RAEES TAXI INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner-Operator,5758Taxi,Taxi
1160,ACTIVE,TOYOTA,COROLLA,2020.0,BLACK,Hybrid,N,ZZAMAN CORP,CHICAGO,IL,60612.0,Independent1,Owner-Operator,5409Taxi,Taxi
1161,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"CHICAGO POLO XVI, INC",CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,6444Taxi,Taxi
1166,ACTIVE,FORD,ESCAPE,2010.0,WHITE,Hybrid,N,BARQASH LTD,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,6741Taxi,Taxi
1171,VIOLATION,NISSAN,ALTIMA,2011.0,BLUE,Hybrid,N,BAYERN TAXI LLC,CHICAGO,IL,60661.0,NORTHSTAR AFFILIATION,Star North Management LLC,4447Taxi,Taxi
1172,ACTIVE,TOYOTA,PRIUS,2012.0,SILVER,Hybrid,N,BAFSH INC,CHICAGO,IL,60640.0,Independent1,Owner-Operator,3746Taxi,Taxi
1173,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,SHOWCASE SPORTS MANAGEMENT CORP.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,6425Taxi,Taxi
1175,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,AIR CHICAGO EXPRESS INC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,845Taxi,Taxi
1177,VIOLATION,FORD,FUSION,2014.0,GREEN,Hybrid,N,CAPRICORN CAB INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",309Taxi,Taxi
1180,ACTIVE,TOYOTA,PRIUS,2012.0,CREAM/GREEN,Hybrid,N,CHATHA CAB CO,CHICAGO,IL,60641.0,Checker Taxi Association Co.,Owner Manager,3054Taxi,Taxi
1188,VIOLATION,TOYOTA,RAV4,2017.0,YELLOW,Hybrid,N,NAPOSAR INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,1637Taxi,Taxi
1190,ACTIVE,TOYOTA,CAMRY,2015.0,BLUE/WHITE,Hybrid,N,BOK CAB CO,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5010Taxi,Taxi
1191,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,SELAM SAMY INC,CHICAGO,IL,60640.0,DIS-AFFILIATED,Owner Manager,3612Taxi,Taxi
1195,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,CARMEN ISLAS,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,4756Taxi,Taxi
1196,ACTIVE,TOYOTA,CAMRY,2024.0,WHITE,Hybrid,N,MIGHTY CROWN MULTIMODAL INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,5071Taxi,Taxi
1197,SURRENDER,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,ULTIMATE RIDE INC,CHICAGO,IL,60645.0,Independent1,Owner-Operator,2299Taxi,Taxi
1198,VIOLATION,TOYOTA,CAMRY,2010.0,WHITE,Hybrid,N,A&P TRANSPORTATION INC.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,6359Taxi,Taxi
1204,ACTIVE,TOYOTA,CAMRY,2015.0,YELLOW,Hybrid,N,ELEGANCE EXPRESS INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,6564Taxi,Taxi
1206,REVOKED,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,ELSTON ONE LLC,CHICAGO,IL,60612.0,DIS-AFFILIATED,Owner Manager,413Taxi,Taxi
1209,ACTIVE,TOYOTA,PRIUS,2021.0,WHITE,Hybrid,N,JIRRAA INC,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,1808Taxi,Taxi
1210,VIOLATION,FORD,FUSION,2014.0,GREEN,Hybrid,N,NECT 10 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6819Taxi,Taxi
1212,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP II,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",903Taxi,Taxi
1214,ACTIVE,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP,LLC SERIES VI",CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,6423Taxi,Taxi
1215,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,JUDI CAB CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5464Taxi,Taxi
1217,ACTIVE,TOYOTA,HIGHLANDER,2021.0,YELLOW,Hybrid,N,BABATOPE CORP,CHICAGO,IL,60616.0,Yellow Cab Association,Owner-Operator,575Taxi,Taxi
1218,VIOLATION,FORD,C-MAX,2013.0,BLUE,Hybrid,N,OIA CAB CORP.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,1614Taxi,Taxi
1219,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,"AL-BASHA TRANS, INC",CHICAGO,IL,60659.0,Independent1,Owner-Operator,3068Taxi,Taxi
1221,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,M.T. TAXICAB INC.,CHICAGO,IL,60640.0,Independent1,Owner-Operator,479Taxi,Taxi
1224,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,CHICAB ONE INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",2139Taxi,Taxi
1226,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"CHICAGO POLO X, INC.",CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1209Taxi,Taxi
1227,REVOKED,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,POP CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1940Taxi,Taxi
1229,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,BAZZI CAB COMPANY,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,2411Taxi,Taxi
1232,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,ASHLAND AVENUE TAXI CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3683Taxi,Taxi
1233,ACTIVE,TOYOTA,CAMRY,2015.0,BLUE/WHITE,Hybrid,N,NADJIB TRANS INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,1035Taxi,Taxi
1236,ACTIVE,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,NATHAN CAB CO,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,6677Taxi,Taxi
1240,ACTIVE,TOYOTA,PRIUS,2012.0,WHITE/BLACK,Hybrid,N,AHZMI INC,CHICAGO,IL,60659.0,Independent1,Owner-Operator,5074Taxi,Taxi
1242,ACTIVE,TOYOTA,CAMRY,2015.0,YELLOW,Hybrid,N,13C TAXI INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,326Taxi,Taxi
1243,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,BOAKYE CORPORATION,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,3988Taxi,Taxi
1246,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,S & R TAXI CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1448Taxi,Taxi
1249,REVOKED,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,GOLDENROD TAXI INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,4200Taxi,Taxi
1254,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,NEW MILLENNIUM INC #V,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,5848Taxi,Taxi
1255,ACTIVE,TOYOTA,CAMRY,2018.0,YELLOW,Hybrid,N,MADOROCK INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,5308Taxi,Taxi
1257,VIOLATION,TOYOTA,PRIUS,2011.0,WHITE,Hybrid,N,"ADAMAA, INC.",CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,3260Taxi,Taxi
1259,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,YAKUB CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1969Taxi,Taxi
1265,REVOKED,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,ON THE GO CAB CO INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6633Taxi,Taxi
1266,ACTIVE,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,EKB TAXI LLC,CHICAGO,IL,60612.0,Independent1,Owner-Operator,6506Taxi,Taxi
1267,ACTIVE,TOYOTA,PRIUS,2011.0,SILVER,Hybrid,N,NOAH AND NETSNET CORP,CHICAGO,IL,60640.0,Independent1,Owner-Operator,4721Taxi,Taxi
1268,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,MAY DAY TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,4847Taxi,Taxi
1278,ACTIVE,TOYOTA,RAV4,2016.0,BLUE/WHITE,Hybrid,N,KINGDOM TRANSPORT INC.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,6340Taxi,Taxi
1279,ACTIVE,TOYOTA,SIENNA,2024.0,WHITE,Hybrid,Y,FAVA TRANSPORT LLC,CHICAGO,IL,60653.0,INDEPENDENT4,Owner-Operator,411Taxi,Taxi
1282,ACTIVE,TOYOTA,PRIUS,2014.0,GREEN,Hybrid,N,GEMINI CAB INC.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1812Taxi,Taxi
1284,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,TRANS T INC,CHICAGO,IL,60640.0,Independent1,Owner-Operator,6317Taxi,Taxi
1288,VIOLATION,FORD,FUSION,2013.0,GREEN,Hybrid,N,VIRGO TAXI CAB CO.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",369Taxi,Taxi
1292,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,FALOO ACE VENTURES INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4299Taxi,Taxi
1296,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,ZUBAIR CHICAGO INC.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,884Taxi,Taxi
1301,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,TAXI FOR LESS INC,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,1098Taxi,Taxi
1309,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,IMAGE TAXICAB INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,4205Taxi,Taxi
1311,ACTIVE,TOYOTA,CAMRY,2019.0,WHITE,Hybrid,N,DUA CAB CO,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,5907Taxi,Taxi
1314,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,DON CAB COMPANY,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,3155Taxi,Taxi
1315,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,DOME CAB COMPANY,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,3147Taxi,Taxi
1320,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,BEST CAB CORP,CHICAGO,IL,60612.0,EXPIRED AFFILIATION,Owner Manager,6783Taxi,Taxi
1321,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,FARHAT TRANS INC,CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner Manager,2042Taxi,Taxi
1326,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,METSEWA TAXI CORP,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,5909Taxi,Taxi
1328,ACTIVE,TOYOTA,CAMRY,2013.0,YELLOW,Hybrid,N,YUGSI DIAZ CAB INC.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,4781Taxi,Taxi
1332,SURRENDER,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,FAIR HEAVENS TAXI INC.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,4853Taxi,Taxi
1334,VIOLATION,TOYOTA,PRIUS,2011.0,WHITE,Hybrid,N,ADI TWO CAB CORP.,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner Manager,2368Taxi,Taxi
1342,VIOLATION,FORD,C-MAX,2013.0,WHITE,Hybrid,N,PINEAPPLE TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,965Taxi,Taxi
1343,ACTIVE,TOYOTA,CAMRY,2015.0,SILVER,Hybrid,N,"CASA 1 EXPRESS, INC",CHICAGO,IL,60625.0,INDEPENDENT4,Owner-Operator,1867Taxi,Taxi
1345,ACTIVE,TOYOTA,PRIUS,2021.0,WHITE,Hybrid,N,EKWE INC.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,4310Taxi,Taxi
1353,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,DANDELION TAXI INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,6815Taxi,Taxi
1354,SURRENDER,TOYOTA,PRIUS,2013.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIESXII,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,2362Taxi,Taxi
1356,SURRENDER,FORD,FUSION,2018.0,BLUE,Hybrid,N,ADAMS TAXI LLC,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,4479Taxi,Taxi
1359,SURRENDER,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,MIDWEST PRIDE INC,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,1976Taxi,Taxi
1361,VIOLATION,NISSAN,ALTIMA,2011.0,BLUE,Hybrid,N,FRANKLIN TAXI LLC,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,3167Taxi,Taxi
1365,SURRENDER,TOYOTA,PRIUS,2015.0,YELLOW,Hybrid,N,MR TAXI 1 INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,140Taxi,Taxi
1367,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,CHITOWN CAB INC #1,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",993Taxi,Taxi
1368,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,BIG APPLE CAB ONE CO.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5059Taxi,Taxi
1377,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,"AZAMAT TRANS, INC.",CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,1367Taxi,Taxi
1380,ACTIVE,TOYOTA,RAV4,2019.0,YELLOW,Hybrid,N,BADU COMPANY INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,752Taxi,Taxi
1387,ACTIVE,TOYOTA,PRIUS,2015.0,GREEN,Hybrid,N,CORNELL INC II,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",215Taxi,Taxi
1388,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,ZEE SULTAN CORP,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,1376Taxi,Taxi
1391,ACTIVE,TOYOTA,CAMRY,2015.0,BLUE/WHITE,Hybrid,N,HARKISHAN BHATTI,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,2453Taxi,Taxi
1393,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,JONATA CAB COMPANY,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3532Taxi,Taxi
1400,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,SWAT EXPRESS INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5536Taxi,Taxi
1407,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,LFT CAB CORP,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5232Taxi,Taxi
1408,SURRENDER,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,OMEGA TAXI INC.,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,2379Taxi,Taxi
1410,REVOKED,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,ANDREW AND JESSICA CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1493Taxi,Taxi
1411,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,NIMA RIDE INC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,1950Taxi,Taxi
1413,ACTIVE,TOYOTA,CAMRY,2016.0,YELLOW,Hybrid,N,AHMED MURAD CORP.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,3508Taxi,Taxi
1417,FORECLOSURE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,DADA EXPRESS INC II,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,5297Taxi,Taxi
1418,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ELSTON FOURTEEN LLC,CHICAGO,IL,60612.0,DIS-AFFILIATED,Owner Manager,4055Taxi,Taxi
1421,SURRENDER,NISSAN,ALTIMA,2011.0,WHITE/BLUE/STRIPES,Hybrid,N,ZEEBA CORP,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",6694Taxi,Taxi
1423,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,TEEMU CORPORATION,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5439Taxi,Taxi
1430,SURRENDER,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,TAXI MEDALLION GROUPLLC SERIESXXIV,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,4151Taxi,Taxi
1431,VIOLATION,FORD,FUSION,2014.0,WHITE,Hybrid,N,BROTHERS CHICAGO CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3413Taxi,Taxi
1434,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE/BLUE/STRIPES,Hybrid,N,RAV TAXI INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1953Taxi,Taxi
1435,SURRENDER,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,JARAL CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3259Taxi,Taxi
1443,ACTIVE,TOYOTA,CAMRY,2016.0,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP, LLC SERIES 32",CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,5793Taxi,Taxi
1445,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,SOMERS CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4416Taxi,Taxi
1446,VIOLATION,TOYOTA,PRIUS,2010.0,RED,Hybrid,N,JUMANI CORP.,CHICAGO,IL,60625.0,Independent2,Owner-Operator,5603Taxi,Taxi
1447,ACTIVE,TOYOTA,RAV4,2023.0,WHITE,Hybrid,N,PROFMANN TRANSPORT CORP,CHICAGO,IL,60612.0,Independent1,Owner Manager,1568Taxi,Taxi
1448,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,8TH AVENUE TAXI CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,1136Taxi,Taxi
1450,ACTIVE,TOYOTA,SIENNA,2022.0,WHITE,Hybrid,Y,"EAGLE TAXI, INC.",CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,6636Taxi,Taxi
1453,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,PERM HACKING CORP.,CHICAGO,IL,60640.0,EXPIRED AFFILIATION,Owner Manager,6710Taxi,Taxi
1454,ACTIVE,FORD,ESCAPE,2012.0,GRAY,Hybrid,N,EQUINOX CAB INC,CHICAGO,IL,60626.0,Independent1,Owner Manager,1698Taxi,Taxi
1456,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,SEKHON CAB CO INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5027Taxi,Taxi
1457,VIOLATION,FORD,ESCAPE,2010.0,GREEN,Hybrid,N,CAPRICORN CAB INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",288Taxi,Taxi
1458,VIOLATION,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,REX 1 INC.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",708Taxi,Taxi
1463,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ESKADAR INC.,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,6552Taxi,Taxi
